frame.number,ip.src,ip.dst,tcp.srcport,udp.srcport,tcp.dstport,udp.dstport,ip.proto,Flow_ID
432,10.0.0.1,10.0.0.2,47640,,8096,,6,1
433,10.0.0.3,10.0.0.2,22,,53850,,6,2
434,10.0.0.2,10.0.0.3,53850,,22,,6,2
435,10.0.0.2,10.0.0.1,8096,,47640,,6,1
436,10.0.0.1,10.0.0.2,47640,,8096,,6,1
437,10.0.0.1,10.0.0.2,47640,,8096,,6,1
438,10.0.0.2,10.0.0.1,8096,,47640,,6,1
439,10.0.0.2,10.0.0.1,8096,,47640,,6,1
440,10.0.0.2,10.0.0.3,53850,,22,,6,2
441,10.0.0.1,10.0.0.2,47640,,8096,,6,1
442,10.0.0.2,10.0.0.1,8096,,47640,,6,1
443,10.0.0.2,10.0.0.3,53850,,22,,6,2
444,10.0.0.3,10.0.0.2,22,,53850,,6,2
445,10.0.0.2,10.0.0.3,53850,,22,,6,2
446,10.0.0.1,10.0.0.2,47640,,8096,,6,1
